order_id,customer_id,product_id,order_date,quantity,price,total_amount
142,4383,49,2025-06-04,3,33614.54,100843.62
143,2717,50,2025-12-11,3,37746.1,113238.3
144,74,54,2026-01-11,1,29989.49,29989.49
145,2020,2,2025-03-12,2,14385.66,28771.32
146,1024,72,2026-06-12,3,15015.13,45045.39
147,2937,53,2025-01-30,3,3729.41,11188.23
148,1340,94,2025-12-07,4,19133.71,76534.84
149,285,29,2025-05-23,3,49931.14,149793.42
150,4848,88,2026-01-25,3,22537.42,67612.26
151,2423,66,2025-07-19,2,21733.34,43466.68
152,2061,44,2025-01-22,4,11767.21,47068.84
153,3974,60,2025-05-17,3,29233.32,87699.96
154,461,10,2026-06-25,2,2693.21,5386.42
155,935,99,2026-06-25,2,1180.22,2360.44
156,4638,47,2025-12-28,3,25518.62,76555.86
157,4063,79,2025-08-18,1,5403.22,5403.22
158,3453,66,2026-03-15,4,21733.34,86933.36
159,4673,29,2026-05-25,4,49931.14,199724.56
160,823,16,2025-08-14,1,43840.44,43840.44
161,4831,53,2026-06-01,4,3729.41,14917.64
162,3585,43,2025-11-01,2,20477.25,40954.5
163,8,19,2025-02-13,2,15172.65,30345.3
164,293,34,2025-08-12,1,660.78,660.78
165,2191,27,2026-04-02,4,27547.37,110189.48
166,2846,83,2025-11-10,2,2419.59,4839.18
167,1262,7,2025-07-19,4,29152.05,116608.2
168,1121,34,2026-03-24,2,660.78,1321.56
169,2253,44,2025-02-20,3,11767.21,35301.63
170,3393,25,2026-01-20,3,13445.51,40336.53
171,1023,16,2025-12-05,1,43840.44,43840.44
172,236,35,2025-08-01,3,23136.19,69408.57
173,244,57,2025-10-07,3,25969.56,77908.68
174,1907,90,2026-05-21,1,7489.38,7489.38
175,2167,29,2025-08-29,2,49931.14,99862.28
176,2263,66,2025-09-03,1,21733.34,21733.34
177,4069,28,2025-06-07,3,47465.8,142397.4
178,3548,29,2026-03-28,1,49931.14,49931.14
179,174,29,2026-02-25,3,49931.14,149793.42
180,1345,86,2025-07-26,1,16295.06,16295.06
181,4729,15,2026-01-03,1,20590.51,20590.51
182,4196,60,2025-11-30,3,29233.32,87699.96
183,1933,44,2025-04-29,2,11767.21,23534.42
184,4163,62,2026-07-09,3,47464.16,142392.48
185,2607,18,2026-05-04,3,791.19,2373.57
186,3440,39,2026-05-01,4,14841.37,59365.48
187,2351,43,2025-03-23,1,20477.25,20477.25
188,2114,1,2025-01-14,4,9860.9,39443.6
189,2512,21,2026-05-29,2,18921.73,37843.46
190,2947,2,2026-01-29,1,14385.66,14385.66
191,4447,62,2026-03-05,4,47464.16,189856.64
192,54,14,2025-05-28,4,34826.88,139307.52
193,1310,60,2025-07-09,4,29233.32,116933.28
194,183,85,2026-07-18,3,35859.94,107579.82
195,412,66,2026-03-09,2,21733.34,43466.68
196,765,7,2025-02-18,2,29152.05,58304.1
197,3853,44,2026-07-17,1,11767.21,11767.21
198,4403,74,2025-03-30,2,36333.3,72666.6
199,2455,55,2025-12-05,4,13367.33,53469.32
200,934,73,2026-03-02,1,14958.13,14958.13
201,5000,33,2026-08-16,3,603.79,1811.37
202,4368,18,2026-08-18,1,791.19,791.19
203,2012,49,2025-01-08,2,33614.54,67229.08
204,2466,44,2026-02-06,3,11767.21,35301.63
205,3922,69,2026-08-11,3,9605.74,28817.22
206,134,75,2026-02-19,3,11645.34,34936.02
207,3531,26,2025-12-30,4,23214.6,92858.4
208,216,9,2026-08-11,3,9750.32,29250.96
209,3908,75,2026-05-22,1,11645.34,11645.34
210,89,58,2025-02-04,1,46232.85,46232.85
211,4923,16,2026-08-01,4,43840.44,175361.76
212,4357,7,2025-08-25,1,29152.05,29152.05
213,3824,24,2025-06-23,2,45641.76,91283.52
214,4881,43,2025-02-01,3,20477.25,61431.75
215,1019,52,2025-05-05,1,23496.56,23496.56
216,2688,43,2025-02-27,3,20477.25,61431.75
217,4387,80,2025-12-08,1,12028.3,12028.3
218,2011,90,2026-01-06,1,7489.38,7489.38
219,4783,18,2025-05-28,1,791.19,791.19
220,1578,17,2026-02-24,2,15039.39,30078.78
221,4725,65,2026-06-24,3,42241.64,126724.92
222,1370,67,2025-11-21,3,41467.62,124402.86
223,2058,48,2026-01-21,4,8037.45,32149.8
224,3897,93,2026-02-20,1,12961.5,12961.5
225,1297,53,2026-07-07,1,3729.41,3729.41
226,1960,95,2026-03-06,1,43589.34,43589.34
227,234,60,2026-06-14,4,29233.32,116933.28
228,3709,33,2025-02-20,3,603.79,1811.37
229,2173,2,2025-09-16,4,14385.66,57542.64
230,417,9,2025-07-13,2,9750.32,19500.64
231,175,71,2025-05-10,2,14674.02,29348.04
232,3829,69,2026-05-29,4,9605.74,38422.96
233,1113,54,2025-02-12,2,29989.49,59978.98
234,2851,38,2026-02-13,1,34408.99,34408.99
235,2091,6,2025-09-04,4,39609.37,158437.48
236,4179,43,2026-07-14,4,20477.25,81909.0
237,690,96,2025-04-12,3,33224.76,99674.28
238,2673,85,2026-01-12,3,35859.94,107579.82
239,3962,37,2025-03-25,1,1323.97,1323.97
240,4604,94,2026-02-21,3,19133.71,57401.13
241,1285,61,2026-04-23,2,20202.33,40404.66
242,1910,8,2025-06-16,1,39083.12,39083.12
243,447,87,2026-02-11,4,16071.12,64284.48
244,4831,58,2025-03-14,4,46232.85,184931.4
245,2138,84,2025-03-07,3,48534.55,145603.65
246,963,38,2025-05-26,2,34408.99,68817.98
247,1153,61,2026-05-04,4,20202.33,80809.32
248,2894,10,2025-10-21,3,2693.21,8079.63
249,4298,90,2025-05-10,2,7489.38,14978.76
250,48,12,2025-03-06,4,3962.61,15850.44
251,4122,53,2026-06-18,2,3729.41,7458.82
252,1608,12,2025-10-12,2,3962.61,7925.22
253,2803,44,2025-04-09,4,11767.21,47068.84
254,4875,21,2025-10-05,4,18921.73,75686.92
255,4571,80,2025-06-14,4,12028.3,48113.2
256,604,58,2025-07-16,2,46232.85,92465.7
257,4677,25,2025-05-18,1,13445.51,13445.51
258,4767,97,2025-08-01,1,17217.25,17217.25
259,1429,23,2025-10-12,2,43854.59,87709.18
260,3905,16,2025-02-06,4,43840.44,175361.76
261,2289,26,2025-06-18,3,23214.6,69643.8
262,4362,14,2025-11-03,4,34826.88,139307.52
263,738,67,2025-01-22,4,41467.62,165870.48
264,930,60,2025-12-07,4,29233.32,116933.28
265,2458,62,2025-07-30,2,47464.16,94928.32
266,2400,88,2025-08-05,2,22537.42,45074.84
267,1167,15,2025-12-03,2,20590.51,41181.02
268,1025,66,2025-02-24,2,21733.34,43466.68
269,1080,98,2026-03-06,1,34248.24,34248.24
270,1294,48,2026-04-18,3,8037.45,24112.35
271,1090,15,2025-10-22,4,20590.51,82362.04
272,1227,94,2025-09-15,2,19133.71,38267.42
273,16,27,2026-01-28,1,27547.37,27547.37
274,3177,66,2025-06-24,4,21733.34,86933.36
275,4578,31,2025-08-31,2,36403.6,72807.2
276,1446,94,2025-12-12,4,19133.71,76534.84
277,1454,49,2025-08-20,2,33614.54,67229.08
278,2645,78,2026-07-06,4,8725.0,34900.0
279,209,49,2026-03-11,1,33614.54,33614.54
280,507,11,2025-06-29,3,43706.96,131120.88
281,4058,62,2026-08-14,3,47464.16,142392.48
282,2676,63,2025-08-29,2,38903.86,77807.72
283,4925,6,2025-04-27,2,39609.37,79218.74
284,705,86,2025-04-30,4,16295.06,65180.24
285,1384,34,2025-11-05,1,660.78,660.78
286,2890,14,2026-05-07,1,34826.88,34826.88
287,3586,29,2025-04-06,1,49931.14,49931.14
288,2590,44,2025-04-11,4,11767.21,47068.84
289,1075,89,2025-10-03,4,31386.99,125547.96
290,3248,6,2025-05-29,3,39609.37,118828.11
291,4909,19,2025-09-25,2,15172.65,30345.3
292,3266,89,2025-06-18,1,31386.99,31386.99
293,4905,65,2025-01-06,4,42241.64,168966.56
294,1426,59,2025-06-21,3,27544.34,82633.02
295,1999,97,2026-04-19,3,17217.25,51651.75
296,3420,51,2025-05-01,4,5697.63,22790.52
297,1638,46,2025-03-04,4,10101.66,40406.64
298,3672,80,2025-08-29,4,12028.3,48113.2
299,2669,34,2026-07-23,3,660.78,1982.34
300,2309,45,2025-08-13,4,26833.09,107332.36
301,1504,76,2026-05-01,1,245.11,245.11
302,515,20,2025-03-23,1,28988.14,28988.14
303,1450,6,2025-11-19,4,39609.37,158437.48
304,2080,52,2025-03-09,3,23496.56,70489.68
305,1718,41,2026-07-24,4,15185.77,60743.08
306,2750,75,2026-05-13,1,11645.34,11645.34
307,1376,44,2025-03-26,1,11767.21,11767.21
308,822,1,2025-08-21,2,9860.9,19721.8
309,3354,22,2026-07-17,1,26836.66,26836.66
310,837,4,2025-02-10,1,26660.27,26660.27
311,1498,79,2025-06-13,3,5403.22,16209.66
312,1352,40,2026-08-18,3,28082.68,84248.04
313,300,52,2025-08-11,4,23496.56,93986.24
314,4273,79,2026-05-25,1,5403.22,5403.22
315,2574,95,2025-11-22,2,43589.34,87178.68
316,3703,27,2025-08-12,3,27547.37,82642.11
317,3340,35,2026-07-30,4,23136.19,92544.76
318,717,43,2025-05-24,4,20477.25,81909.0
319,288,84,2026-01-21,4,48534.55,194138.2
320,90,64,2025-07-07,1,14413.18,14413.18
321,2820,52,2026-02-17,1,23496.56,23496.56
322,981,1,2026-06-03,3,9860.9,29582.7
323,795,73,2026-02-06,1,14958.13,14958.13
324,514,38,2025-09-09,4,34408.99,137635.96
325,1076,98,2026-03-22,2,34248.24,68496.48
326,2346,30,2026-01-29,4,11923.28,47693.12
327,1456,20,2026-08-30,2,28988.14,57976.28
328,1573,39,2025-11-07,2,14841.37,29682.74
329,4446,3,2025-03-12,4,25357.17,101428.68
330,1745,79,2025-08-07,3,5403.22,16209.66
331,2684,19,2026-05-23,3,15172.65,45517.95
332,399,56,2026-03-09,4,26475.7,105902.8
333,1910,16,2025-11-29,3,43840.44,131521.32
334,4479,77,2026-02-09,4,35818.8,143275.2
335,2692,87,2025-07-05,4,16071.12,64284.48
336,3679,21,2025-07-24,2,18921.73,37843.46
337,2996,1,2025-10-05,1,9860.9,9860.9
338,3337,81,2025-03-18,3,19119.05,57357.15
339,2526,83,2026-05-12,4,2419.59,9678.36
340,174,8,2025-04-29,3,39083.12,117249.36
341,1313,100,2025-03-13,1,36835.0,36835.0
342,582,4,2026-05-12,2,26660.27,53320.54
343,5,90,2026-02-19,2,7489.38,14978.76
344,3230,96,2025-04-14,1,33224.76,33224.76
345,4799,13,2025-09-03,4,12485.08,49940.32
346,797,64,2026-06-24,3,14413.18,43239.54
347,2608,38,2025-04-06,3,34408.99,103226.97
348,3252,20,2025-05-30,3,28988.14,86964.42
349,278,5,2025-03-05,1,40317.93,40317.93
350,572,48,2025-09-04,4,8037.45,32149.8
351,496,64,2025-04-06,4,14413.18,57652.72
352,21,66,2026-06-05,3,21733.34,65200.02
353,1360,19,2026-01-17,2,15172.65,30345.3
354,4807,81,2026-07-27,2,19119.05,38238.1
355,510,37,2025-07-20,3,1323.97,3971.91
356,3736,40,2026-03-22,4,28082.68,112330.72
357,4526,99,2026-08-13,4,1180.22,4720.88
358,2946,63,2025-08-28,2,38903.86,77807.72
359,2730,88,2026-04-13,2,22537.42,45074.84
360,2142,26,2025-06-12,1,23214.6,23214.6
361,3127,44,2025-11-06,4,11767.21,47068.84
362,3724,72,2026-03-06,1,15015.13,15015.13
363,4599,39,2025-05-11,3,14841.37,44524.11
364,3707,37,2026-03-10,4,1323.97,5295.88
365,715,68,2025-01-06,4,41179.83,164719.32
366,4672,90,2025-01-18,2,7489.38,14978.76
367,4622,73,2025-06-14,3,14958.13,44874.39
368,4734,88,2025-12-27,3,22537.42,67612.26
369,4254,86,2026-03-03,2,16295.06,32590.12
370,1372,68,2026-06-08,2,41179.83,82359.66
371,3487,90,2026-06-17,4,7489.38,29957.52
372,2901,13,2026-03-19,1,12485.08,12485.08
373,853,39,2025-01-25,3,14841.37,44524.11
374,1939,13,2025-01-24,1,12485.08,12485.08
375,2922,3,2025-05-12,4,25357.17,101428.68
376,1729,9,2026-08-23,3,9750.32,29250.96
377,471,35,2026-05-29,2,23136.19,46272.38
378,3382,46,2025-06-11,1,10101.66,10101.66
379,4664,78,2025-09-20,3,8725.0,26175.0
380,4536,22,2026-03-19,2,26836.66,53673.32
381,1320,40,2026-04-29,4,28082.68,112330.72
382,3115,84,2025-01-06,2,48534.55,97069.1
383,3847,62,2026-08-23,4,47464.16,189856.64
384,2596,12,2026-06-29,4,3962.61,15850.44
385,1866,85,2026-06-20,1,35859.94,35859.94
386,4412,49,2025-09-21,4,33614.54,134458.16
387,1681,8,2025-08-12,3,39083.12,117249.36
388,1564,34,2026-07-29,2,660.78,1321.56
389,3239,25,2025-08-19,3,13445.51,40336.53
390,3661,63,2025-08-11,4,38903.86,155615.44
391,2,8,2026-01-30,2,39083.12,78166.24
392,167,46,2026-03-30,4,10101.66,40406.64
393,3103,45,2025-01-16,2,26833.09,53666.18
394,2531,100,2026-04-15,3,36835.0,110505.0
395,4022,25,2025-04-08,1,13445.51,13445.51
396,845,87,2025-05-27,4,16071.12,64284.48
397,2414,43,2025-10-13,4,20477.25,81909.0
398,1607,9,2026-02-25,3,9750.32,29250.96
399,3791,41,2026-08-10,3,15185.77,45557.31
400,2502,95,2025-09-17,3,43589.34,130768.02
401,3229,51,2026-04-02,2,5697.63,11395.26
402,2512,86,2025-08-04,3,16295.06,48885.18
403,1947,1,2025-11-30,3,9860.9,29582.7
404,1266,36,2025-01-09,4,24519.08,98076.32
405,2855,99,2025-03-05,4,1180.22,4720.88
406,4976,66,2025-09-25,1,21733.34,21733.34
407,3264,90,2025-06-06,3,7489.38,22468.14
408,639,35,2025-10-13,1,23136.19,23136.19
409,4025,54,2025-07-22,1,29989.49,29989.49
410,4380,14,2025-02-10,2,34826.88,69653.76
411,4385,12,2025-04-27,2,3962.61,7925.22
412,1646,20,2025-12-01,2,28988.14,57976.28
413,4633,29,2026-05-25,3,49931.14,149793.42
414,3681,32,2026-07-09,4,19025.95,76103.8
415,3785,67,2025-10-31,3,41467.62,124402.86
416,4058,93,2025-08-12,2,12961.5,25923.0
417,4114,99,2025-10-04,3,1180.22,3540.66
418,1844,4,2026-07-14,2,26660.27,53320.54
419,4179,45,2025-01-11,2,26833.09,53666.18
420,2142,50,2025-06-05,1,37746.1,37746.1
421,1895,10,2025-03-07,3,2693.21,8079.63
422,2903,46,2026-05-17,1,10101.66,10101.66
423,3166,98,2025-09-28,2,34248.24,68496.48
424,4520,52,2025-09-12,1,23496.56,23496.56
425,4476,95,2025-10-20,1,43589.34,43589.34
426,3803,40,2026-01-06,4,28082.68,112330.72
427,4313,52,2025-09-27,1,23496.56,23496.56
428,3819,37,2025-01-04,2,1323.97,2647.94
429,4730,77,2026-05-01,2,35818.8,71637.6
430,87,61,2025-06-17,4,20202.33,80809.32
431,205,1,2025-02-05,3,9860.9,29582.7
432,3179,44,2026-01-29,4,11767.21,47068.84
433,511,29,2026-06-05,1,49931.14,49931.14
434,1120,21,2026-02-21,4,18921.73,75686.92
435,2920,44,2026-07-16,2,11767.21,23534.42
436,3342,20,2026-03-25,4,28988.14,115952.56
437,3891,98,2026-02-21,2,34248.24,68496.48
438,666,66,2025-01-15,3,21733.34,65200.02
439,869,86,2026-04-20,4,16295.06,65180.24
440,195,45,2025-06-06,2,26833.09,53666.18
441,4427,26,2026-08-16,3,23214.6,69643.8
442,4542,13,2026-02-23,3,12485.08,37455.24
443,2566,13,2026-04-26,3,12485.08,37455.24
444,2888,51,2025-11-13,4,5697.63,22790.52
445,1010,24,2025-03-31,4,45641.76,182567.04
446,1883,2,2025-02-06,3,14385.66,43156.98
447,4696,4,2025-08-05,1,26660.27,26660.27
448,3731,7,2026-08-13,3,29152.05,87456.15
449,1140,48,2026-03-19,2,8037.45,16074.9
450,2824,35,2025-12-18,1,23136.19,23136.19
451,1468,31,2025-01-10,3,36403.6,109210.8
452,3883,22,2025-10-21,4,26836.66,107346.64
453,4808,64,2025-12-27,2,14413.18,28826.36
454,1096,72,2025-01-11,3,15015.13,45045.39
455,4320,7,2025-12-30,1,29152.05,29152.05
456,1343,61,2026-01-02,2,20202.33,40404.66
457,2117,89,2026-04-20,2,31386.99,62773.98
458,1121,37,2026-01-25,3,1323.97,3971.91
459,3076,78,2026-01-05,4,8725.0,34900.0
460,2331,46,2025-02-07,1,10101.66,10101.66
461,3061,3,2026-06-26,3,25357.17,76071.51
462,3186,66,2026-06-10,3,21733.34,65200.02
463,2735,38,2025-01-06,1,34408.99,34408.99
464,2350,64,2026-08-13,4,14413.18,57652.72
465,2929,87,2025-03-14,3,16071.12,48213.36
466,4296,78,2025-11-11,3,8725.0,26175.0
467,2401,74,2026-06-13,4,36333.3,145333.2
468,1936,24,2025-05-21,4,45641.76,182567.04
469,3448,40,2025-12-04,2,28082.68,56165.36
470,247,40,2025-06-02,2,28082.68,56165.36
471,3838,87,2026-05-19,1,16071.12,16071.12
472,2786,52,2025-10-12,3,23496.56,70489.68
473,4236,23,2026-04-28,4,43854.59,175418.36
474,4735,86,2025-08-21,4,16295.06,65180.24
475,2687,88,2026-08-12,1,22537.42,22537.42
476,532,8,2026-03-12,3,39083.12,117249.36
477,4524,56,2025-07-01,2,26475.7,52951.4
478,2741,59,2025-11-12,1,27544.34,27544.34
479,4956,75,2025-05-11,4,11645.34,46581.36
480,3137,75,2026-07-18,2,11645.34,23290.68
481,3901,99,2025-06-11,1,1180.22,1180.22
482,2246,62,2025-07-02,4,47464.16,189856.64
483,4185,79,2026-05-24,2,5403.22,10806.44
484,3441,72,2025-05-21,1,15015.13,15015.13
485,2648,22,2026-04-25,2,26836.66,53673.32
486,2347,34,2025-11-24,2,660.78,1321.56
487,664,30,2026-03-13,4,11923.28,47693.12
488,1234,1,2025-06-16,1,9860.9,9860.9
489,2987,7,2026-05-10,1,29152.05,29152.05
490,3001,39,2026-03-03,2,14841.37,29682.74
491,825,3,2025-08-19,2,25357.17,50714.34
492,4585,63,2025-08-15,1,38903.86,38903.86
493,1046,71,2026-03-08,2,14674.02,29348.04
494,4464,87,2025-06-29,1,16071.12,16071.12
495,582,90,2026-05-04,4,7489.38,29957.52
496,2943,12,2026-02-07,1,3962.61,3962.61
497,1650,35,2025-01-24,4,23136.19,92544.76
498,2719,30,2025-04-01,3,11923.28,35769.84
499,3496,53,2025-08-14,1,3729.41,3729.41
500,2348,33,2026-04-20,3,603.79,1811.37
501,2173,61,2025-02-03,2,20202.33,40404.66
502,2200,49,2025-06-21,3,33614.54,100843.62
503,1105,94,2025-10-07,1,19133.71,19133.71
504,2527,73,2025-03-09,4,14958.13,59832.52
505,984,63,2026-02-21,2,38903.86,77807.72
506,1113,53,2026-07-18,3,3729.41,11188.23
507,1649,36,2026-05-09,3,24519.08,73557.24
508,56,75,2025-10-21,3,11645.34,34936.02
509,2169,2,2026-07-17,2,14385.66,28771.32
510,2812,77,2026-03-18,3,35818.8,107456.4
511,2203,8,2026-02-04,4,39083.12,156332.48
512,3382,39,2025-08-31,4,14841.37,59365.48
513,1391,55,2025-01-24,2,13367.33,26734.66
514,2815,16,2025-07-22,1,43840.44,43840.44
515,340,36,2025-04-12,3,24519.08,73557.24
516,4687,62,2026-07-01,2,47464.16,94928.32
517,139,13,2025-09-11,2,12485.08,24970.16
518,2626,66,2026-06-07,2,21733.34,43466.68
519,4018,39,2026-03-26,4,14841.37,59365.48
520,422,3,2025-11-17,2,25357.17,50714.34
521,3683,70,2026-06-26,3,35116.83,105350.49
522,2905,76,2026-05-04,4,245.11,980.44
523,2517,12,2025-09-03,1,3962.61,3962.61
524,1037,24,2025-11-12,3,45641.76,136925.28
525,410,60,2026-03-02,1,29233.32,29233.32
526,740,49,2025-03-13,4,33614.54,134458.16
527,3654,71,2025-10-26,1,14674.02,14674.02
528,2748,51,2025-11-19,2,5697.63,11395.26
529,680,88,2026-06-11,2,22537.42,45074.84
530,4875,76,2025-08-27,3,245.11,735.33
531,4754,37,2025-02-03,1,1323.97,1323.97
532,2410,47,2025-09-24,3,25518.62,76555.86
533,1439,94,2025-04-01,3,19133.71,57401.13
534,3620,67,2025-05-31,2,41467.62,82935.24
535,4371,67,2025-07-12,2,41467.62,82935.24
536,1855,35,2026-01-11,3,23136.19,69408.57
537,1674,70,2025-09-10,1,35116.83,35116.83
538,2283,84,2025-10-17,2,48534.55,97069.1
539,3166,19,2025-12-28,1,15172.65,15172.65
540,3809,20,2026-08-24,3,28988.14,86964.42
541,3832,19,2025-08-05,4,15172.65,60690.6
