customer_id,customer_name,age,city,gender
352,Customer_352,50,Bangalore,Male
353,Customer_353,20,Bangalore,Male
354,Customer_354,35,Delhi,Male
355,Customer_355,42,Delhi,Female
356,Customer_356,59,Mumbai,Male
357,Customer_357,48,Hyderabad,Female
358,Customer_358,20,Hyderabad,Male
359,Customer_359,57,Hyderabad,Female
360,Customer_360,63,Chennai,Male
361,Customer_361,41,Chennai,Female
362,Customer_362,49,Mumbai,Male
363,Customer_363,64,Chennai,Female
364,Customer_364,39,Hyderabad,Female
365,Customer_365,40,Hyderabad,Male
366,Customer_366,19,Bangalore,Female
367,Customer_367,44,Chennai,Female
368,Customer_368,59,Delhi,Male
369,Customer_369,19,Delhi,Male
370,Customer_370,43,Bangalore,Female
371,Customer_371,34,Bangalore,Male
372,Customer_372,57,Bangalore,Male
373,Customer_373,50,Delhi,Male
374,Customer_374,26,Hyderabad,Female
375,Customer_375,60,Bangalore,Female
376,Customer_376,56,Mumbai,Female
377,Customer_377,46,Bangalore,Female
378,Customer_378,59,Pune,Female
379,Customer_379,43,Bangalore,Female
380,Customer_380,52,Delhi,Female
381,Customer_381,42,Chennai,Male
382,Customer_382,41,Bangalore,Female
383,Customer_383,30,Chennai,Female
384,Customer_384,24,Pune,Male
385,Customer_385,53,Mumbai,Male
386,Customer_386,62,Chennai,Male
387,Customer_387,37,Hyderabad,Female
388,Customer_388,18,Bangalore,Male
389,Customer_389,25,Pune,Female
390,Customer_390,63,Pune,Female
391,Customer_391,33,Chennai,Female
392,Customer_392,31,Mumbai,Male
393,Customer_393,29,Delhi,Male
394,Customer_394,40,Bangalore,Female
395,Customer_395,32,Pune,Female
396,Customer_396,45,Mumbai,Female
397,Customer_397,51,Hyderabad,Male
398,Customer_398,19,Pune,Female
399,Customer_399,49,Mumbai,Male
400,Customer_400,40,Delhi,Female
401,Customer_401,39,Delhi,Male
402,Customer_402,42,Pune,Female
403,Customer_403,39,Pune,Male
404,Customer_404,39,Chennai,Male
405,Customer_405,59,Bangalore,Male
406,Customer_406,23,Mumbai,Male
407,Customer_407,32,Pune,Male
408,Customer_408,60,Bangalore,Male
409,Customer_409,54,Chennai,Female
410,Customer_410,50,Bangalore,Female
411,Customer_411,25,Pune,Female
412,Customer_412,61,Delhi,Female
413,Customer_413,61,Mumbai,Male
414,Customer_414,22,Mumbai,Female
415,Customer_415,56,Delhi,Male
416,Customer_416,21,Pune,Male
417,Customer_417,23,Mumbai,Male
418,Customer_418,62,Pune,Female
419,Customer_419,49,Chennai,Male
420,Customer_420,47,Pune,Female
421,Customer_421,64,Bangalore,Female
422,Customer_422,52,Delhi,Female
423,Customer_423,57,Pune,Female
424,Customer_424,33,Chennai,Female
425,Customer_425,30,Hyderabad,Male
426,Customer_426,59,Delhi,Male
427,Customer_427,47,Mumbai,Female
428,Customer_428,36,Bangalore,Male
429,Customer_429,34,Mumbai,Female
430,Customer_430,36,Chennai,Male
431,Customer_431,45,Chennai,Male
432,Customer_432,43,Mumbai,Male
433,Customer_433,54,Delhi,Male
434,Customer_434,43,Mumbai,Male
435,Customer_435,40,Pune,Male
436,Customer_436,26,Mumbai,Male
437,Customer_437,29,Bangalore,Male
438,Customer_438,18,Bangalore,Male
439,Customer_439,18,Hyderabad,Male
440,Customer_440,64,Bangalore,Male
441,Customer_441,51,Mumbai,Male
442,Customer_442,49,Bangalore,Male
443,Customer_443,42,Delhi,Female
444,Customer_444,57,Bangalore,Male
445,Customer_445,62,Pune,Male
446,Customer_446,18,Delhi,Male
447,Customer_447,33,Hyderabad,Male
448,Customer_448,56,Pune,Male
449,Customer_449,22,Mumbai,Male
450,Customer_450,39,Mumbai,Female
451,Customer_451,46,Mumbai,Female
452,Customer_452,20,Pune,Female
453,Customer_453,29,Pune,Male
454,Customer_454,43,Pune,Male
455,Customer_455,33,Delhi,Male
456,Customer_456,54,Chennai,Female
457,Customer_457,39,Delhi,Male
458,Customer_458,46,Mumbai,Male
459,Customer_459,31,Chennai,Female
460,Customer_460,45,Bangalore,Female
461,Customer_461,22,Mumbai,Male
462,Customer_462,64,Hyderabad,Male
463,Customer_463,47,Delhi,Male
464,Customer_464,63,Pune,Male
465,Customer_465,22,Delhi,Female
466,Customer_466,29,Pune,Male
467,Customer_467,33,Chennai,Male
468,Customer_468,43,Hyderabad,Female
469,Customer_469,43,Chennai,Male
470,Customer_470,38,Hyderabad,Male
471,Customer_471,56,Delhi,Female
472,Customer_472,53,Pune,Female
473,Customer_473,50,Chennai,Male
474,Customer_474,47,Hyderabad,Female
475,Customer_475,54,Mumbai,Female
476,Customer_476,40,Mumbai,Male
477,Customer_477,27,Chennai,Female
478,Customer_478,22,Pune,Male
479,Customer_479,53,Chennai,Male
480,Customer_480,51,Delhi,Male
481,Customer_481,48,Hyderabad,Male
482,Customer_482,27,Delhi,Female
483,Customer_483,36,Mumbai,Male
484,Customer_484,49,Hyderabad,Male
485,Customer_485,18,Chennai,Male
486,Customer_486,22,Delhi,Male
487,Customer_487,62,Bangalore,Female
488,Customer_488,21,Pune,Female
489,Customer_489,33,Pune,Female
490,Customer_490,41,Bangalore,Male
491,Customer_491,33,Mumbai,Female
492,Customer_492,19,Hyderabad,Female
493,Customer_493,45,Pune,Male
494,Customer_494,49,Bangalore,Female
495,Customer_495,44,Chennai,Male
496,Customer_496,37,Bangalore,Female
497,Customer_497,41,Mumbai,Female
498,Customer_498,29,Mumbai,Female
499,Customer_499,52,Delhi,Female
500,Customer_500,50,Pune,Male
501,Customer_501,50,Delhi,Male
502,Customer_502,60,Bangalore,Female
503,Customer_503,54,Hyderabad,Male
504,Customer_504,29,Hyderabad,Female
505,Customer_505,20,Mumbai,Female
506,Customer_506,18,Hyderabad,Female
507,Customer_507,50,Hyderabad,Female
508,Customer_508,57,Hyderabad,Female
509,Customer_509,27,Bangalore,Female
510,Customer_510,60,Hyderabad,Male
511,Customer_511,61,Chennai,Male
512,Customer_512,46,Hyderabad,Female
513,Customer_513,30,Hyderabad,Male
514,Customer_514,29,Delhi,Female
515,Customer_515,48,Bangalore,Male
516,Customer_516,63,Mumbai,Male
517,Customer_517,19,Delhi,Male
518,Customer_518,52,Pune,Female
519,Customer_519,40,Bangalore,Male
520,Customer_520,34,Chennai,Female
521,Customer_521,43,Bangalore,Female
522,Customer_522,25,Pune,Female
523,Customer_523,46,Pune,Male
524,Customer_524,43,Pune,Male
525,Customer_525,27,Mumbai,Male
526,Customer_526,43,Hyderabad,Female
527,Customer_527,51,Bangalore,Female
528,Customer_528,58,Hyderabad,Male
529,Customer_529,24,Hyderabad,Female
530,Customer_530,21,Chennai,Male
531,Customer_531,62,Pune,Male
532,Customer_532,28,Mumbai,Male
533,Customer_533,46,Chennai,Male
534,Customer_534,53,Delhi,Female
535,Customer_535,42,Mumbai,Male
536,Customer_536,38,Hyderabad,Male
537,Customer_537,53,Mumbai,Male
538,Customer_538,27,Pune,Male
539,Customer_539,54,Delhi,Male
540,Customer_540,26,Pune,Male
541,Customer_541,41,Delhi,Male
542,Customer_542,52,Chennai,Female
543,Customer_543,52,Hyderabad,Female
544,Customer_544,53,Delhi,Female
545,Customer_545,35,Delhi,Female
546,Customer_546,56,Delhi,Male
547,Customer_547,49,Mumbai,Female
548,Customer_548,41,Chennai,Female
549,Customer_549,40,Mumbai,Female
550,Customer_550,49,Hyderabad,Male
551,Customer_551,54,Delhi,Female
552,Customer_552,29,Chennai,Female
553,Customer_553,30,Chennai,Male
554,Customer_554,40,Bangalore,Female
555,Customer_555,42,Hyderabad,Male
556,Customer_556,52,Chennai,Female
557,Customer_557,58,Delhi,Male
558,Customer_558,47,Delhi,Female
559,Customer_559,34,Chennai,Female
560,Customer_560,37,Mumbai,Female
561,Customer_561,42,Hyderabad,Male
562,Customer_562,39,Delhi,Female
563,Customer_563,30,Chennai,Male
564,Customer_564,36,Delhi,Male
565,Customer_565,53,Chennai,Male
566,Customer_566,29,Hyderabad,Male
567,Customer_567,58,Chennai,Female
568,Customer_568,36,Bangalore,Female
569,Customer_569,29,Chennai,Female
570,Customer_570,26,Chennai,Male
571,Customer_571,24,Hyderabad,Female
572,Customer_572,45,Chennai,Male
573,Customer_573,31,Hyderabad,Male
574,Customer_574,48,Bangalore,Male
575,Customer_575,36,Hyderabad,Female
576,Customer_576,64,Delhi,Female
577,Customer_577,33,Hyderabad,Male
578,Customer_578,22,Bangalore,Female
579,Customer_579,52,Pune,Female
580,Customer_580,29,Chennai,Male
581,Customer_581,42,Hyderabad,Male
582,Customer_582,38,Chennai,Female
583,Customer_583,53,Mumbai,Male
584,Customer_584,40,Delhi,Male
585,Customer_585,33,Delhi,Female
586,Customer_586,56,Mumbai,Female
587,Customer_587,62,Mumbai,Male
588,Customer_588,59,Hyderabad,Female
589,Customer_589,56,Mumbai,Male
590,Customer_590,31,Pune,Male
591,Customer_591,48,Chennai,Female
592,Customer_592,22,Chennai,Male
593,Customer_593,52,Bangalore,Male
594,Customer_594,40,Mumbai,Male
595,Customer_595,46,Mumbai,Female
596,Customer_596,60,Pune,Female
597,Customer_597,28,Delhi,Female
598,Customer_598,35,Delhi,Male
599,Customer_599,64,Chennai,Male
600,Customer_600,29,Chennai,Female
601,Customer_601,26,Hyderabad,Female
602,Customer_602,27,Pune,Female
603,Customer_603,61,Bangalore,Male
604,Customer_604,34,Bangalore,Female
605,Customer_605,55,Pune,Male
606,Customer_606,24,Bangalore,Female
607,Customer_607,63,Delhi,Male
608,Customer_608,30,Bangalore,Male
609,Customer_609,57,Bangalore,Female
610,Customer_610,59,Pune,Male
611,Customer_611,26,Pune,Female
612,Customer_612,44,Bangalore,Male
613,Customer_613,19,Mumbai,Male
614,Customer_614,22,Pune,Female
615,Customer_615,46,Hyderabad,Male
616,Customer_616,54,Hyderabad,Female
617,Customer_617,55,Delhi,Female
618,Customer_618,36,Bangalore,Female
619,Customer_619,25,Mumbai,Male
620,Customer_620,62,Delhi,Male
621,Customer_621,18,Bangalore,Male
622,Customer_622,39,Pune,Female
623,Customer_623,34,Hyderabad,Female
624,Customer_624,24,Chennai,Male
625,Customer_625,42,Mumbai,Male
626,Customer_626,62,Chennai,Female
627,Customer_627,21,Hyderabad,Male
628,Customer_628,53,Chennai,Female
629,Customer_629,23,Pune,Male
630,Customer_630,48,Bangalore,Female
631,Customer_631,36,Pune,Male
632,Customer_632,61,Chennai,Male
633,Customer_633,56,Pune,Female
634,Customer_634,44,Hyderabad,Female
635,Customer_635,27,Mumbai,Female
636,Customer_636,43,Pune,Male
637,Customer_637,36,Hyderabad,Female
638,Customer_638,56,Mumbai,Female
639,Customer_639,20,Bangalore,Male
640,Customer_640,62,Chennai,Female
641,Customer_641,30,Bangalore,Female
642,Customer_642,45,Delhi,Female
643,Customer_643,37,Hyderabad,Male
644,Customer_644,45,Mumbai,Male
645,Customer_645,25,Pune,Male
646,Customer_646,58,Bangalore,Female
647,Customer_647,56,Mumbai,Male
648,Customer_648,18,Hyderabad,Female
649,Customer_649,20,Delhi,Female
650,Customer_650,30,Bangalore,Female
651,Customer_651,45,Chennai,Male
652,Customer_652,42,Mumbai,Male
653,Customer_653,50,Chennai,Female
654,Customer_654,55,Mumbai,Female
655,Customer_655,23,Mumbai,Male
656,Customer_656,61,Hyderabad,Male
657,Customer_657,62,Hyderabad,Male
658,Customer_658,49,Hyderabad,Female
659,Customer_659,62,Pune,Male
660,Customer_660,64,Mumbai,Male
661,Customer_661,38,Bangalore,Male
662,Customer_662,33,Chennai,Female
663,Customer_663,38,Hyderabad,Male
664,Customer_664,28,Hyderabad,Female
665,Customer_665,54,Chennai,Female
666,Customer_666,53,Chennai,Female
667,Customer_667,52,Mumbai,Male
668,Customer_668,36,Hyderabad,Male
669,Customer_669,37,Chennai,Male
670,Customer_670,35,Pune,Female
671,Customer_671,64,Pune,Male
672,Customer_672,58,Hyderabad,Female
673,Customer_673,31,Chennai,Male
674,Customer_674,32,Mumbai,Male
675,Customer_675,48,Mumbai,Male
676,Customer_676,18,Mumbai,Male
677,Customer_677,20,Delhi,Female
678,Customer_678,33,Hyderabad,Female
679,Customer_679,40,Mumbai,Female
680,Customer_680,28,Pune,Female
681,Customer_681,29,Chennai,Male
682,Customer_682,27,Bangalore,Female
683,Customer_683,49,Bangalore,Female
684,Customer_684,33,Mumbai,Female
685,Customer_685,25,Bangalore,Male
686,Customer_686,55,Bangalore,Female
687,Customer_687,29,Delhi,Female
688,Customer_688,41,Pune,Male
689,Customer_689,45,Pune,Male
690,Customer_690,25,Delhi,Female
691,Customer_691,45,Delhi,Female
692,Customer_692,53,Bangalore,Male
693,Customer_693,43,Hyderabad,Female
694,Customer_694,25,Chennai,Male
695,Customer_695,45,Chennai,Female
696,Customer_696,45,Bangalore,Female
697,Customer_697,54,Chennai,Female
698,Customer_698,58,Delhi,Female
699,Customer_699,53,Pune,Female
700,Customer_700,44,Chennai,Male
701,Customer_701,34,Bangalore,Male
702,Customer_702,26,Hyderabad,Female
703,Customer_703,50,Bangalore,Female
704,Customer_704,37,Mumbai,Female
705,Customer_705,30,Bangalore,Male
706,Customer_706,45,Delhi,Male
707,Customer_707,46,Pune,Male
708,Customer_708,30,Pune,Male
709,Customer_709,63,Chennai,Male
710,Customer_710,52,Delhi,Male
711,Customer_711,23,Mumbai,Male
712,Customer_712,35,Delhi,Male
713,Customer_713,22,Bangalore,Female
714,Customer_714,64,Delhi,Male
715,Customer_715,42,Delhi,Male
716,Customer_716,19,Mumbai,Male
717,Customer_717,27,Bangalore,Male
718,Customer_718,47,Hyderabad,Female
719,Customer_719,62,Hyderabad,Male
720,Customer_720,22,Pune,Female
721,Customer_721,50,Chennai,Female
722,Customer_722,18,Delhi,Female
723,Customer_723,35,Pune,Male
724,Customer_724,49,Mumbai,Male
725,Customer_725,64,Hyderabad,Male
726,Customer_726,28,Delhi,Female
727,Customer_727,38,Mumbai,Female
728,Customer_728,43,Chennai,Female
729,Customer_729,42,Mumbai,Female
730,Customer_730,39,Delhi,Male
731,Customer_731,44,Chennai,Male
732,Customer_732,30,Mumbai,Male
733,Customer_733,50,Chennai,Female
734,Customer_734,51,Delhi,Female
735,Customer_735,58,Delhi,Male
736,Customer_736,52,Chennai,Male
737,Customer_737,18,Bangalore,Female
738,Customer_738,38,Pune,Male
739,Customer_739,23,Mumbai,Male
740,Customer_740,45,Mumbai,Female
741,Customer_741,34,Bangalore,Female
742,Customer_742,22,Bangalore,Female
743,Customer_743,48,Bangalore,Male
744,Customer_744,22,Hyderabad,Female
745,Customer_745,55,Hyderabad,Male
746,Customer_746,20,Chennai,Male
747,Customer_747,40,Hyderabad,Female
748,Customer_748,54,Delhi,Male
749,Customer_749,54,Chennai,Female
750,Customer_750,27,Mumbai,Female
751,Customer_751,27,Pune,Male
752,Customer_752,36,Delhi,Male
753,Customer_753,34,Mumbai,Female
754,Customer_754,38,Mumbai,Female
755,Customer_755,31,Chennai,Female
